Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PT,ES,74.89
2012,UNIDAD_MEDIDA.PT,ES,74.89
2012,UNIDAD_MEDIDA.PT,ES,74.89
2015,UNIDAD_MEDIDA.PT,ES,76.02
2015,UNIDAD_MEDIDA.PT,ES,76.02
2015,UNIDAD_MEDIDA.PT,ES,76.02
2018,UNIDAD_MEDIDA.PT,ES,75.17
2018,UNIDAD_MEDIDA.PT,ES,75.17
2018,UNIDAD_MEDIDA.PT,ES,75.17
2022,UNIDAD_MEDIDA.PT,ES,71.92
2022,UNIDAD_MEDIDA.PT,ES,71.92
2022,UNIDAD_MEDIDA.PT,ES,71.92
2015,UNIDAD_MEDIDA.PT,ES70,61.71
2015,UNIDAD_MEDIDA.PT,ES70,61.71
2015,UNIDAD_MEDIDA.PT,ES70,61.71
2018,UNIDAD_MEDIDA.PT,ES70,66.77
2018,UNIDAD_MEDIDA.PT,ES70,66.77
2018,UNIDAD_MEDIDA.PT,ES70,66.77
2022,UNIDAD_MEDIDA.PT,ES70,61.23
2022,UNIDAD_MEDIDA.PT,ES70,61.23
2022,UNIDAD_MEDIDA.PT,ES70,61.23
