Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,14.6
2011,UNIDAD_MEDIDA.PT,ES,16.77
2012,UNIDAD_MEDIDA.PT,ES,16.77
2013,UNIDAD_MEDIDA.PT,ES,17.17
2014,UNIDAD_MEDIDA.PT,ES,17.42
2015,UNIDAD_MEDIDA.PT,ES,19.09
2016,UNIDAD_MEDIDA.PT,ES,19.09
2017,UNIDAD_MEDIDA.PT,ES,19.09
2018,UNIDAD_MEDIDA.PT,ES,19.09
2019,UNIDAD_MEDIDA.PT,ES,21.71
2020,UNIDAD_MEDIDA.PT,ES,21.71
2021,UNIDAD_MEDIDA.PT,ES,22.04
2022,UNIDAD_MEDIDA.PT,ES,22.26
2023,UNIDAD_MEDIDA.PT,ES,24.46
2010,UNIDAD_MEDIDA.PT,ES70,12.64
2011,UNIDAD_MEDIDA.PT,ES70,19.32
2012,UNIDAD_MEDIDA.PT,ES70,19.32
2013,UNIDAD_MEDIDA.PT,ES70,17.05
2014,UNIDAD_MEDIDA.PT,ES70,18.18
2015,UNIDAD_MEDIDA.PT,ES70,19.32
2016,UNIDAD_MEDIDA.PT,ES70,19.32
2017,UNIDAD_MEDIDA.PT,ES70,19.32
2018,UNIDAD_MEDIDA.PT,ES70,19.32
2019,UNIDAD_MEDIDA.PT,ES70,18.18
2020,UNIDAD_MEDIDA.PT,ES70,18.18
2021,UNIDAD_MEDIDA.PT,ES70,18.39
2022,UNIDAD_MEDIDA.PT,ES70,20.45
2023,UNIDAD_MEDIDA.PT,ES70,22.73
