Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,4.11
2011,UNIDAD_MEDIDA.PT,ES,4.52
2012,UNIDAD_MEDIDA.PT,ES,5.79
2013,UNIDAD_MEDIDA.PT,ES,4.75
2014,UNIDAD_MEDIDA.PT,ES,4.68
2015,UNIDAD_MEDIDA.PT,ES,4.79
2016,UNIDAD_MEDIDA.PT,ES,4.98
2017,UNIDAD_MEDIDA.PT,ES,5.24
2018,UNIDAD_MEDIDA.PT,ES,5.3
2019,UNIDAD_MEDIDA.PT,ES,5.35
2020,UNIDAD_MEDIDA.PT,ES,6.12
2021,UNIDAD_MEDIDA.PT,ES,6.03
2010,UNIDAD_MEDIDA.PT,ES70,5.82
2011,UNIDAD_MEDIDA.PT,ES70,6.48
2012,UNIDAD_MEDIDA.PT,ES70,8.19
2013,UNIDAD_MEDIDA.PT,ES70,7.78
2014,UNIDAD_MEDIDA.PT,ES70,8.22
2015,UNIDAD_MEDIDA.PT,ES70,8.7
2016,UNIDAD_MEDIDA.PT,ES70,8.98
2017,UNIDAD_MEDIDA.PT,ES70,9.07
2018,UNIDAD_MEDIDA.PT,ES70,9.07
2019,UNIDAD_MEDIDA.PT,ES70,8.83
2020,UNIDAD_MEDIDA.PT,ES70,9.78
2021,UNIDAD_MEDIDA.PT,ES70,9.21
