Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2011,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,13.91
2012,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,13.70
2013,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,11.67
2014,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,11.59
2015,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,13.40
2016,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,11.36
2017,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,12.61
2018,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,11.84
2019,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,11.93
2020,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,10.72
2021,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,10.35
2022,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,11.35
2023,UNIDAD_MEDIDA.GPERM3,ES,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,10.27
2010,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,22.46
2011,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,21.74
2012,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,23.47
2013,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,23.13
2014,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,23.50
2015,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,32.94
2016,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,23.21
2017,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,28.93
2018,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,21.95
2019,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,23.75
2020,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,32.89
2021,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,26.71
2022,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_110602_01,36.17
2010,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,8.20
2011,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,7.80
2012,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,7.87
2013,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,8.54
2014,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,7.86
2015,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,10.69
2016,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,8.93
2017,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,9.97
2018,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,8.55
2019,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,9.03
2020,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,9.03
2021,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,8.61
2022,UNIDAD_MEDIDA.GPERM3,ES70,SERIE.SERIE_B,SERIE_TEMPORAL.EN_ATM_PM25,10.97
