Year,Units,general.territorio,Value
2017,UNIDAD_MEDIDA.PT,ES,-3.54
2018,UNIDAD_MEDIDA.PT,ES,-3.55
2019,UNIDAD_MEDIDA.PT,ES,-3.53
2020,UNIDAD_MEDIDA.PT,ES,-4.43
2021,UNIDAD_MEDIDA.PT,ES,-5.88
2022,UNIDAD_MEDIDA.PT,ES,-5.57
2010,UNIDAD_MEDIDA.PT,ES70,-5.73
2011,UNIDAD_MEDIDA.PT,ES70,-6.13
2012,UNIDAD_MEDIDA.PT,ES70,-3.70
2013,UNIDAD_MEDIDA.PT,ES70,-4.35
2014,UNIDAD_MEDIDA.PT,ES70,-6.53
2015,UNIDAD_MEDIDA.PT,ES70,-7.02
2016,UNIDAD_MEDIDA.PT,ES70,-6.87
2017,UNIDAD_MEDIDA.PT,ES70,-7.30
2018,UNIDAD_MEDIDA.PT,ES70,-6.41
2019,UNIDAD_MEDIDA.PT,ES70,-6.32
2020,UNIDAD_MEDIDA.PT,ES70,-8.19
2021,UNIDAD_MEDIDA.PT,ES70,-5.51
2022,UNIDAD_MEDIDA.PT,ES70,-7.21
2023,UNIDAD_MEDIDA.PT,ES70,-6.93
