Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,-1.58
2016,UNIDAD_MEDIDA.PT,ES,-0.28
2017,UNIDAD_MEDIDA.PT,ES,0.51
2018,UNIDAD_MEDIDA.PT,ES,1.62
2019,UNIDAD_MEDIDA.PT,ES,2.37
2020,UNIDAD_MEDIDA.PT,ES,3.36
2021,UNIDAD_MEDIDA.PT,ES,2.76
2022,UNIDAD_MEDIDA.PT,ES,3.27
2023,UNIDAD_MEDIDA.PT,ES,4.29
2015,UNIDAD_MEDIDA.PT,ES70,-1.25
2016,UNIDAD_MEDIDA.PT,ES70,0.21
2017,UNIDAD_MEDIDA.PT,ES70,1.02
2018,UNIDAD_MEDIDA.PT,ES70,1.04
2019,UNIDAD_MEDIDA.PT,ES70,2.70
2020,UNIDAD_MEDIDA.PT,ES70,2.83
2021,UNIDAD_MEDIDA.PT,ES70,3.15
2022,UNIDAD_MEDIDA.PT,ES70,3.87
2023,UNIDAD_MEDIDA.PT,ES70,6.32
