Year,Units,general.territorio,Value
2010,Por 100.000 habitantes,ES70,1.46
2011,Por 100.000 habitantes,ES70,1.16
2012,Por 100.000 habitantes,ES70,1.34
2013,Por 100.000 habitantes,ES70,0.95
2014,Por 100.000 habitantes,ES70,1.18
2015,Por 100.000 habitantes,ES70,1.50
2016,Por 100.000 habitantes,ES70,1.54
2017,Por 100.000 habitantes,ES70,1.29
2018,Por 100.000 habitantes,ES70,1.33
2010,Por 100.000 habitantes,ES,1.14
2011,Por 100.000 habitantes,ES,1.18
2012,Por 100.000 habitantes,ES,1.32
2013,Por 100.000 habitantes,ES,1.46
2014,Por 100.000 habitantes,ES,1.60
2015,Por 100.000 habitantes,ES,1.51
2016,Por 100.000 habitantes,ES,1.58
2017,Por 100.000 habitantes,ES,1.64
2018,Por 100.000 habitantes,ES,1.53
