Year,Units,Territorio,Value
2015,Porcentaje,ES70,29.11
2014,Porcentaje,ES,24.30
2015,Porcentaje,ES,21.90
2016,Porcentaje,ES,19.50
2017,Porcentaje,ES,17.10
2018,Porcentaje,ES,15.10
2019,Porcentaje,ES,14.20
2014,Porcentaje,ES70,32.44
2016,Porcentaje,ES70,25.81
2017,Porcentaje,ES70,23.38
2018,Porcentaje,ES70,20.12
