Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,15.86
2015,UNIDAD_MEDIDA.PT,ES,16.58
2016,UNIDAD_MEDIDA.PT,ES,17.28
2017,UNIDAD_MEDIDA.PT,ES,18.33
2018,UNIDAD_MEDIDA.PT,ES,18.48
2019,UNIDAD_MEDIDA.PT,ES,19.76
2020,UNIDAD_MEDIDA.PT,ES,20.34
2021,UNIDAD_MEDIDA.PT,ES,21.52
2022,UNIDAD_MEDIDA.PT,ES,23.60
2014,UNIDAD_MEDIDA.PT,ES70,0.00
2015,UNIDAD_MEDIDA.PT,ES70,0.00
2016,UNIDAD_MEDIDA.PT,ES70,0.00
2017,UNIDAD_MEDIDA.PT,ES70,0.00
2018,UNIDAD_MEDIDA.PT,ES70,0.00
2019,UNIDAD_MEDIDA.PT,ES70,0.00
2020,UNIDAD_MEDIDA.PT,ES70,0.85
2021,UNIDAD_MEDIDA.PT,ES70,0.85
