Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100_POP,ES,18.10
2011,UNIDAD_MEDIDA.PER_100_POP,ES,18.68
2012,UNIDAD_MEDIDA.PER_100_POP,ES,19.01
2013,UNIDAD_MEDIDA.PER_100_POP,ES,19.98
2014,UNIDAD_MEDIDA.PER_100_POP,ES,19.36
2015,UNIDAD_MEDIDA.PER_100_POP,ES,16.53
2016,UNIDAD_MEDIDA.PER_100_POP,ES,13.62
2017,UNIDAD_MEDIDA.PER_100_POP,ES,10.87
2018,UNIDAD_MEDIDA.PER_100_POP,ES,8.03
2019,UNIDAD_MEDIDA.PER_100_POP,ES,5.52
2020,UNIDAD_MEDIDA.PER_100_POP,ES,3.86
2021,UNIDAD_MEDIDA.PER_100_POP,ES,2.67
2022,UNIDAD_MEDIDA.PER_100_POP,ES,1.77
2010,UNIDAD_MEDIDA.PER_100_POP,ES70,21.74
2011,UNIDAD_MEDIDA.PER_100_POP,ES70,22.75
2012,UNIDAD_MEDIDA.PER_100_POP,ES70,22.47
2013,UNIDAD_MEDIDA.PER_100_POP,ES70,23.08
2014,UNIDAD_MEDIDA.PER_100_POP,ES70,21.30
2015,UNIDAD_MEDIDA.PER_100_POP,ES70,19.85
2016,UNIDAD_MEDIDA.PER_100_POP,ES70,17.38
2017,UNIDAD_MEDIDA.PER_100_POP,ES70,14.04
2018,UNIDAD_MEDIDA.PER_100_POP,ES70,9.66
2019,UNIDAD_MEDIDA.PER_100_POP,ES70,6.15
2020,UNIDAD_MEDIDA.PER_100_POP,ES70,4.01
2021,UNIDAD_MEDIDA.PER_100_POP,ES70,2.66
2022,UNIDAD_MEDIDA.PER_100_POP,ES70,1.67
