Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,19.86
2011,UNIDAD_MEDIDA.PT,ES,21.39
2012,UNIDAD_MEDIDA.PT,ES,24.79
2013,UNIDAD_MEDIDA.PT,ES,26.09
2014,UNIDAD_MEDIDA.PT,ES,24.44
2015,UNIDAD_MEDIDA.PT,ES,22.06
2016,UNIDAD_MEDIDA.PT,ES,19.63
2017,UNIDAD_MEDIDA.PT,ES,17.22
2018,UNIDAD_MEDIDA.PT,ES,15.25
2019,UNIDAD_MEDIDA.PT,ES,14.1
2020,UNIDAD_MEDIDA.PT,ES,15.53
2021,UNIDAD_MEDIDA.PT,ES,14.78
2010,UNIDAD_MEDIDA.PT,ES70,28.6
2011,UNIDAD_MEDIDA.PT,ES70,29.28
2012,UNIDAD_MEDIDA.PT,ES70,32.58
2013,UNIDAD_MEDIDA.PT,ES70,33.73
2014,UNIDAD_MEDIDA.PT,ES70,32.41
2015,UNIDAD_MEDIDA.PT,ES70,29.11
2016,UNIDAD_MEDIDA.PT,ES70,26.06
2017,UNIDAD_MEDIDA.PT,ES70,23.46
2018,UNIDAD_MEDIDA.PT,ES70,20.07
2019,UNIDAD_MEDIDA.PT,ES70,20.49
2020,UNIDAD_MEDIDA.PT,ES70,22.62
2021,UNIDAD_MEDIDA.PT,ES70,23.18
2022,UNIDAD_MEDIDA.PT,ES70,17.59
