Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,4.12
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,3
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,2.2
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,4.2
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,2.1
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,3.57
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,3.65
2017,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,3.31
2018,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,1.88
2019,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,1.66
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,5.46
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,0.00
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,5.81
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,6.31
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,0.00
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,0.00
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,6.19
2017,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,6.34
2018,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,0.00
2019,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES70,7.07
