Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES,45.03
2016,UNIDAD_MEDIDA.PT,ES,44.08
2013,UNIDAD_MEDIDA.PT,ES70,34.55
2016,UNIDAD_MEDIDA.PT,ES70,32.69
