Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,1.28
2011,UNIDAD_MEDIDA.IX,ES,1.3
2012,UNIDAD_MEDIDA.IX,ES,1.29
2013,UNIDAD_MEDIDA.IX,ES,1.3
2014,UNIDAD_MEDIDA.IX,ES,1.29
2015,UNIDAD_MEDIDA.IX,ES,1.3
2016,UNIDAD_MEDIDA.IX,ES,1.3
2017,UNIDAD_MEDIDA.IX,ES,1.3
2018,UNIDAD_MEDIDA.IX,ES,1.3
2019,UNIDAD_MEDIDA.IX,ES,1.32
2020,UNIDAD_MEDIDA.IX,ES,1.33
2021,UNIDAD_MEDIDA.IX,ES,1.34
2010,UNIDAD_MEDIDA.IX,ES70,1.17
2011,UNIDAD_MEDIDA.IX,ES70,1.18
2012,UNIDAD_MEDIDA.IX,ES70,1.17
2013,UNIDAD_MEDIDA.IX,ES70,1.18
2014,UNIDAD_MEDIDA.IX,ES70,1.19
2015,UNIDAD_MEDIDA.IX,ES70,1.21
2016,UNIDAD_MEDIDA.IX,ES70,1.21
2017,UNIDAD_MEDIDA.IX,ES70,1.21
2018,UNIDAD_MEDIDA.IX,ES70,1.21
2019,UNIDAD_MEDIDA.IX,ES70,1.22
2020,UNIDAD_MEDIDA.IX,ES70,1.25
2021,UNIDAD_MEDIDA.IX,ES70,1.24
