Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KG,ES,13.76
2011,UNIDAD_MEDIDA.KG,ES,13.31
2012,UNIDAD_MEDIDA.KG,ES,13.21
2013,UNIDAD_MEDIDA.KG,ES,13.59
2014,UNIDAD_MEDIDA.KG,ES,14.62
2015,UNIDAD_MEDIDA.KG,ES,14.58
2016,UNIDAD_MEDIDA.KG,ES,14.49
2017,UNIDAD_MEDIDA.KG,ES,15.22
2018,UNIDAD_MEDIDA.KG,ES,14.70
2019,UNIDAD_MEDIDA.KG,ES,14.36
2020,UNIDAD_MEDIDA.KG,ES,15.02
2021,UNIDAD_MEDIDA.KG,ES,14.28
2022,UNIDAD_MEDIDA.KG,ES,13.23
2010,UNIDAD_MEDIDA.KG,ES70,29.20
2011,UNIDAD_MEDIDA.KG,ES70,27.30
2012,UNIDAD_MEDIDA.KG,ES70,27.75
2013,UNIDAD_MEDIDA.KG,ES70,28.03
2014,UNIDAD_MEDIDA.KG,ES70,31.02
2015,UNIDAD_MEDIDA.KG,ES70,28.66
2016,UNIDAD_MEDIDA.KG,ES70,31.05
2017,UNIDAD_MEDIDA.KG,ES70,31.23
2018,UNIDAD_MEDIDA.KG,ES70,28.24
2019,UNIDAD_MEDIDA.KG,ES70,27.23
2020,UNIDAD_MEDIDA.KG,ES70,29.42
2021,UNIDAD_MEDIDA.KG,ES70,28.08
