Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_1000_POP,ES,0.12
2011,UNIDAD_MEDIDA.PER_1000_POP,ES,0.14
2012,UNIDAD_MEDIDA.PER_1000_POP,ES,0.13
2013,UNIDAD_MEDIDA.PER_1000_POP,ES,0.13
2014,UNIDAD_MEDIDA.PER_1000_POP,ES,0.12
2015,UNIDAD_MEDIDA.PER_1000_POP,ES,0.09
2016,UNIDAD_MEDIDA.PER_1000_POP,ES,0.10
2017,UNIDAD_MEDIDA.PER_1000_POP,ES,0.10
2018,UNIDAD_MEDIDA.PER_1000_POP,ES,0.06
2019,UNIDAD_MEDIDA.PER_1000_POP,ES,0.07
2020,UNIDAD_MEDIDA.PER_1000_POP,ES,0.05
2021,UNIDAD_MEDIDA.PER_1000_POP,ES,0.05
2010,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.12
2011,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.16
2012,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.12
2013,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.19
2014,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.10
2015,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.09
2016,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.08
2017,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.04
2018,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.00
2019,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.04
2020,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.07
2021,UNIDAD_MEDIDA.PER_1000_POP,ES70,0.04
