Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_1000000_POP,ES,2891.88
2011,UNIDAD_MEDIDA.PER_1000000_POP,ES,2786.59
2012,UNIDAD_MEDIDA.PER_1000000_POP,ES,2711.86
2013,UNIDAD_MEDIDA.PER_1000000_POP,ES,2645.38
2014,UNIDAD_MEDIDA.PER_1000000_POP,ES,2632.51
2015,UNIDAD_MEDIDA.PER_1000000_POP,ES,2639.62
2016,UNIDAD_MEDIDA.PER_1000000_POP,ES,2727.58
2017,UNIDAD_MEDIDA.PER_1000000_POP,ES,2864.16
2018,UNIDAD_MEDIDA.PER_1000000_POP,ES,2999.44
2019,UNIDAD_MEDIDA.PER_1000000_POP,ES,3057.56
2020,UNIDAD_MEDIDA.PER_1000000_POP,ES,3070.48
2021,UNIDAD_MEDIDA.PER_1000000_POP,ES,3255.24
2022,UNIDAD_MEDIDA.PER_1000000_POP,ES,3385.22
2010,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1417.50
2011,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1302.28
2012,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1317.86
2013,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1213.23
2014,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1166.74
2015,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1022.93
2016,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1066.95
2017,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1096.22
2018,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1162.75
2019,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1189.76
2020,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1223.90
2021,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1353.57
2022,UNIDAD_MEDIDA.PER_1000000_POP,ES70,1279.69
