Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,13.06
2011,UNIDAD_MEDIDA.PT,ES,10.83
2012,UNIDAD_MEDIDA.PT,ES,10.16
2013,UNIDAD_MEDIDA.PT,ES,14.24
2014,UNIDAD_MEDIDA.PT,ES,11.89
2015,UNIDAD_MEDIDA.PT,ES,9.97
2016,UNIDAD_MEDIDA.PT,ES,10.30
2017,UNIDAD_MEDIDA.PT,ES,8.67
2018,UNIDAD_MEDIDA.PT,ES,10.89
2019,UNIDAD_MEDIDA.PT,ES,11.61
2020,UNIDAD_MEDIDA.PT,ES,14.09
2023,UNIDAD_MEDIDA.PT,ES,13.60
2010,UNIDAD_MEDIDA.PT,ES70,7.62
2011,UNIDAD_MEDIDA.PT,ES70,12.45
2012,UNIDAD_MEDIDA.PT,ES70,15.30
2013,UNIDAD_MEDIDA.PT,ES70,15.05
2014,UNIDAD_MEDIDA.PT,ES70,11.65
2015,UNIDAD_MEDIDA.PT,ES70,10.67
2016,UNIDAD_MEDIDA.PT,ES70,14.18
2017,UNIDAD_MEDIDA.PT,ES70,14.05
2018,UNIDAD_MEDIDA.PT,ES70,9.71
2019,UNIDAD_MEDIDA.PT,ES70,8.42
2020,UNIDAD_MEDIDA.PT,ES70,20.20
2023,UNIDAD_MEDIDA.PT,ES70,12.72
