Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,64.55
2011,UNIDAD_MEDIDA.PT,ES,66.14
2012,UNIDAD_MEDIDA.PT,ES,68.52
2013,UNIDAD_MEDIDA.PT,ES,69.98
2014,UNIDAD_MEDIDA.PT,ES,71.52
2015,UNIDAD_MEDIDA.PT,ES,72.02
2016,UNIDAD_MEDIDA.PT,ES,72.98
2017,UNIDAD_MEDIDA.PT,ES,73.05
2018,UNIDAD_MEDIDA.PT,ES,73.59
2019,UNIDAD_MEDIDA.PT,ES,73.37
2020,UNIDAD_MEDIDA.PT,ES,74.10
2010,UNIDAD_MEDIDA.PT,ES70,64.45
2011,UNIDAD_MEDIDA.PT,ES70,63.65
2012,UNIDAD_MEDIDA.PT,ES70,65.85
2013,UNIDAD_MEDIDA.PT,ES70,65.95
2014,UNIDAD_MEDIDA.PT,ES70,68.97
2015,UNIDAD_MEDIDA.PT,ES70,70.03
2016,UNIDAD_MEDIDA.PT,ES70,73.12
2017,UNIDAD_MEDIDA.PT,ES70,71.80
2018,UNIDAD_MEDIDA.PT,ES70,69.00
2019,UNIDAD_MEDIDA.PT,ES70,67.54
2020,UNIDAD_MEDIDA.PT,ES70,69.14
2021,UNIDAD_MEDIDA.PT,ES70,75.5
2022,UNIDAD_MEDIDA.PT,ES70,76.34
