Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,11.80
2015,UNIDAD_MEDIDA.PT,ES,12.71
2016,UNIDAD_MEDIDA.PT,ES,12.02
2017,UNIDAD_MEDIDA.PT,ES,12.73
2018,UNIDAD_MEDIDA.PT,ES,11.59
2019,UNIDAD_MEDIDA.PT,ES,10.99
2020,UNIDAD_MEDIDA.PT,ES,10.35
2021,UNIDAD_MEDIDA.PT,ES,10.85
2022,UNIDAD_MEDIDA.PT,ES,10.20
2014,UNIDAD_MEDIDA.PT,ES70,0.00
2015,UNIDAD_MEDIDA.PT,ES70,0.00
2016,UNIDAD_MEDIDA.PT,ES70,0.00
2017,UNIDAD_MEDIDA.PT,ES70,0.00
2018,UNIDAD_MEDIDA.PT,ES70,0.00
2019,UNIDAD_MEDIDA.PT,ES70,0.00
2020,UNIDAD_MEDIDA.PT,ES70,0.00
2021,UNIDAD_MEDIDA.PT,ES70,0.00
