Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.64
2011,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.62
2012,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.64
2013,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.62
2014,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.60
2015,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.59
2016,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.59
2017,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.57
2018,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.59
2019,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.57
2020,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.62
2021,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.58
2022,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES,0.43
2010,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.43
2011,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.39
2012,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.46
2013,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.31
2014,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.17
2015,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.12
2016,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.13
2017,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.10
2018,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.10
2019,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.09
2020,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.13
2021,UNIDAD_MEDIDA.KG_CO2_PER_GDP_EUR,ES70,0.09
