Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2017,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.86
2018,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.86
2019,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.86
2011,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_040501_01,0.93
2016,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_040501_01,0.88
2016,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_040501_04,0.46
2016,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_040501_00,0.71
2010,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.23
2011,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.15
2012,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.15
2013,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.17
2014,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.09
2015,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.17
2016,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.19
2017,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.12
2018,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.16
2019,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.28
2020,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.19
2021,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.17
2022,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.18
2010,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.90
2011,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.86
2012,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.90
2013,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.96
2014,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,1.06
2015,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,1.04
2016,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,1.00
2017,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,1.05
2018,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.83
2019,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.94
2020,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.81
2021,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.80
2022,UNIDAD_MEDIDA.IX,ES70,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,1.0
