Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2011,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_040501_01,0.97
2016,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_A,SERIE_TEMPORAL._L_ES_040501_01,0.98
2016,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_040501_04,0.46
2016,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_C,SERIE_TEMPORAL._L_ES_040501_00,0.76
2010,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.11
2011,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.11
2012,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.1
2013,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.09
2014,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.08
2015,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.08
2016,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.08
2017,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.07
2018,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.1
2019,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.12
2020,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.12
2021,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_D,SERIE_TEMPORAL._L_ES_040501_05,1.15
2010,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.88
2011,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.87
2012,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.86
2013,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.89
2014,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.89
2015,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.88
2016,UNIDAD_MEDIDA.IX,ES,SERIE.SERIE_E,SERIE_TEMPORAL._L_ES_040501_03,0.87
