Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,95.91
2011,UNIDAD_MEDIDA.PT,ES,98.81
2012,UNIDAD_MEDIDA.PT,ES,103.80
2013,UNIDAD_MEDIDA.PT,ES,103.60
2014,UNIDAD_MEDIDA.PT,ES,103.10
2015,UNIDAD_MEDIDA.PT,ES,102.60
2016,UNIDAD_MEDIDA.PT,ES,99.93
2017,UNIDAD_MEDIDA.PT,ES,99.64
2018,UNIDAD_MEDIDA.PT,ES,102.00
2019,UNIDAD_MEDIDA.PT,ES,103.40
2020,UNIDAD_MEDIDA.PT,ES,111.90
2010,UNIDAD_MEDIDA.PT,ES70,93.61
2011,UNIDAD_MEDIDA.PT,ES70,96.40
2012,UNIDAD_MEDIDA.PT,ES70,94.62
2013,UNIDAD_MEDIDA.PT,ES70,100.60
2014,UNIDAD_MEDIDA.PT,ES70,106.70
2015,UNIDAD_MEDIDA.PT,ES70,99.47
2016,UNIDAD_MEDIDA.PT,ES70,100.60
2017,UNIDAD_MEDIDA.PT,ES70,104.30
2018,UNIDAD_MEDIDA.PT,ES70,97.86
2019,UNIDAD_MEDIDA.PT,ES70,98.39
2020,UNIDAD_MEDIDA.PT,ES70,132.10
2021,UNIDAD_MEDIDA.PT,ES70,136.40
