Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,33.95
2012,UNIDAD_MEDIDA.PT,ES,36.26
2013,UNIDAD_MEDIDA.PT,ES,30.62
2014,UNIDAD_MEDIDA.PT,ES,27.54
2015,UNIDAD_MEDIDA.PT,ES,33.15
2016,UNIDAD_MEDIDA.PT,ES,30.11
2017,UNIDAD_MEDIDA.PT,ES,31.35
2018,UNIDAD_MEDIDA.PT,ES,20.65
2019,UNIDAD_MEDIDA.PT,ES,28.62
2020,UNIDAD_MEDIDA.PT,ES,41.14
2021,UNIDAD_MEDIDA.PT,ES,35.19
2022,UNIDAD_MEDIDA.PT,ES,43.51
2023,UNIDAD_MEDIDA.PT,ES,54.50
2024,UNIDAD_MEDIDA.PT,ES,48.93
2011,UNIDAD_MEDIDA.PT,ES70,24.68
2012,UNIDAD_MEDIDA.PT,ES70,28.40
2013,UNIDAD_MEDIDA.PT,ES70,21.28
2014,UNIDAD_MEDIDA.PT,ES70,26.67
2015,UNIDAD_MEDIDA.PT,ES70,20.00
2016,UNIDAD_MEDIDA.PT,ES70,18.89
2017,UNIDAD_MEDIDA.PT,ES70,22.83
2018,UNIDAD_MEDIDA.PT,ES70,20.88
2019,UNIDAD_MEDIDA.PT,ES70,21.28
2020,UNIDAD_MEDIDA.PT,ES70,42.34
2021,UNIDAD_MEDIDA.PT,ES70,34.17
2022,UNIDAD_MEDIDA.PT,ES70,38.86
2023,UNIDAD_MEDIDA.PT,ES70,46.78
