Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,19.57
2011,UNIDAD_MEDIDA.PT,ES,21.04
2012,UNIDAD_MEDIDA.PT,ES,24.58
2013,UNIDAD_MEDIDA.PT,ES,25.60
2014,UNIDAD_MEDIDA.PT,ES,23.60
2015,UNIDAD_MEDIDA.PT,ES,20.77
2016,UNIDAD_MEDIDA.PT,ES,18.12
2017,UNIDAD_MEDIDA.PT,ES,15.66
2018,UNIDAD_MEDIDA.PT,ES,13.72
2019,UNIDAD_MEDIDA.PT,ES,12.45
2020,UNIDAD_MEDIDA.PT,ES,13.87
2021,UNIDAD_MEDIDA.PT,ES,13.87
2022,UNIDAD_MEDIDA.PT,ES,11.27
2023,UNIDAD_MEDIDA.PT,ES,10.58
2024,UNIDAD_MEDIDA.PT,ES,10.15
2010,UNIDAD_MEDIDA.PT,ES70,29.15
2011,UNIDAD_MEDIDA.PT,ES70,29.40
2012,UNIDAD_MEDIDA.PT,ES70,31.94
2013,UNIDAD_MEDIDA.PT,ES70,34.35
2014,UNIDAD_MEDIDA.PT,ES70,31.81
2015,UNIDAD_MEDIDA.PT,ES70,27.88
2016,UNIDAD_MEDIDA.PT,ES70,24.38
2017,UNIDAD_MEDIDA.PT,ES70,21.23
2018,UNIDAD_MEDIDA.PT,ES70,18.90
2019,UNIDAD_MEDIDA.PT,ES70,19.30
2020,UNIDAD_MEDIDA.PT,ES70,21.45
2021,UNIDAD_MEDIDA.PT,ES70,22.45
2022,UNIDAD_MEDIDA.PT,ES70,16.12
2023,UNIDAD_MEDIDA.PT,ES70,14.03
2024,UNIDAD_MEDIDA.PT,ES70,12.24
