Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,-0.53
2016,UNIDAD_MEDIDA.PT,ES,0.06
2017,UNIDAD_MEDIDA.PT,ES,1.26
2018,UNIDAD_MEDIDA.PT,ES,2.32
2019,UNIDAD_MEDIDA.PT,ES,2.42
2020,UNIDAD_MEDIDA.PT,ES,-0.24
2021,UNIDAD_MEDIDA.PT,ES,0.81
2022,UNIDAD_MEDIDA.PT,ES,1.74
2011,UNIDAD_MEDIDA.PT,ES70,-1.65
2012,UNIDAD_MEDIDA.PT,ES70,-3.80
2013,UNIDAD_MEDIDA.PT,ES70,-3.48
2014,UNIDAD_MEDIDA.PT,ES70,-1.47
2015,UNIDAD_MEDIDA.PT,ES70,-0.25
2016,UNIDAD_MEDIDA.PT,ES70,0.06
2017,UNIDAD_MEDIDA.PT,ES70,1.29
2018,UNIDAD_MEDIDA.PT,ES70,2.08
