Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,22.34
2011,UNIDAD_MEDIDA.PT,ES,22.56
2012,UNIDAD_MEDIDA.PT,ES,20.74
2013,UNIDAD_MEDIDA.PT,ES,10.39
2014,UNIDAD_MEDIDA.PT,ES,10.24
2015,UNIDAD_MEDIDA.PT,ES,13.89
2016,UNIDAD_MEDIDA.PT,ES,9.08
2017,UNIDAD_MEDIDA.PT,ES,14.02
2018,UNIDAD_MEDIDA.PT,ES,11.41
2019,UNIDAD_MEDIDA.PT,ES,4.24
2020,UNIDAD_MEDIDA.PT,ES,-10.11
2021,UNIDAD_MEDIDA.PT,ES,-3.74
2022,UNIDAD_MEDIDA.PT,ES,-2.61
2010,UNIDAD_MEDIDA.PT,ES70,91.54
2011,UNIDAD_MEDIDA.PT,ES70,76.47
2012,UNIDAD_MEDIDA.PT,ES70,78.36
2013,UNIDAD_MEDIDA.PT,ES70,65.34
2014,UNIDAD_MEDIDA.PT,ES70,61.28
2015,UNIDAD_MEDIDA.PT,ES70,58.43
2016,UNIDAD_MEDIDA.PT,ES70,63.81
2017,UNIDAD_MEDIDA.PT,ES70,67.61
2018,UNIDAD_MEDIDA.PT,ES70,64.74
2019,UNIDAD_MEDIDA.PT,ES70,63.25
2020,UNIDAD_MEDIDA.PT,ES70,37.32
2021,UNIDAD_MEDIDA.PT,ES70,49.12
