Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,-1.15
2016,UNIDAD_MEDIDA.PT,ES,0.00
2017,UNIDAD_MEDIDA.PT,ES,1.10
2018,UNIDAD_MEDIDA.PT,ES,2.35
2019,UNIDAD_MEDIDA.PT,ES,2.49
2020,UNIDAD_MEDIDA.PT,ES,-0.18
2021,UNIDAD_MEDIDA.PT,ES,0.50
2022,UNIDAD_MEDIDA.PT,ES,1.72
2023,UNIDAD_MEDIDA.PT,ES,1.14
2011,UNIDAD_MEDIDA.PT,ES70,-2.87
2012,UNIDAD_MEDIDA.PT,ES70,-3.80
2013,UNIDAD_MEDIDA.PT,ES70,-5.08
2014,UNIDAD_MEDIDA.PT,ES70,-1.99
2015,UNIDAD_MEDIDA.PT,ES70,-0.04
2016,UNIDAD_MEDIDA.PT,ES70,0.40
2017,UNIDAD_MEDIDA.PT,ES70,1.12
2018,UNIDAD_MEDIDA.PT,ES70,2.73
