Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,53.29
2012,UNIDAD_MEDIDA.PT,ES,46.74
2013,UNIDAD_MEDIDA.PT,ES,41.13
2014,UNIDAD_MEDIDA.PT,ES,37.15
2015,UNIDAD_MEDIDA.PT,ES,48.40
2016,UNIDAD_MEDIDA.PT,ES,43.17
2017,UNIDAD_MEDIDA.PT,ES,47.97
2018,UNIDAD_MEDIDA.PT,ES,44.69
2019,UNIDAD_MEDIDA.PT,ES,48.92
2020,UNIDAD_MEDIDA.PT,ES,48.01
2021,UNIDAD_MEDIDA.PT,ES,46.03
2022,UNIDAD_MEDIDA.PT,ES,46.36
2023,UNIDAD_MEDIDA.PT,ES,48.47
2011,UNIDAD_MEDIDA.PT,ES70,31.46
2012,UNIDAD_MEDIDA.PT,ES70,44.44
2013,UNIDAD_MEDIDA.PT,ES70,28.97
2014,UNIDAD_MEDIDA.PT,ES70,31.07
2015,UNIDAD_MEDIDA.PT,ES70,35.92
2016,UNIDAD_MEDIDA.PT,ES70,32.00
2017,UNIDAD_MEDIDA.PT,ES70,49.02
2018,UNIDAD_MEDIDA.PT,ES70,40.59
2019,UNIDAD_MEDIDA.PT,ES70,41.90
2020,UNIDAD_MEDIDA.PT,ES70,40.98
2021,UNIDAD_MEDIDA.PT,ES70,43.19
2022,UNIDAD_MEDIDA.PT,ES70,31.58
