Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100000,ES,0.82
2011,UNIDAD_MEDIDA.PER_100000,ES,0.86
2012,UNIDAD_MEDIDA.PER_100000,ES,0.65
2013,UNIDAD_MEDIDA.PER_100000,ES,0.77
2014,UNIDAD_MEDIDA.PER_100000,ES,0.75
2015,UNIDAD_MEDIDA.PER_100000,ES,0.64
2016,UNIDAD_MEDIDA.PER_100000,ES,0.52
2017,UNIDAD_MEDIDA.PER_100000,ES,0.41
2018,UNIDAD_MEDIDA.PER_100000,ES,0.40
2019,UNIDAD_MEDIDA.PER_100000,ES,0.38
2020,UNIDAD_MEDIDA.PER_100000,ES,0.43
2021,UNIDAD_MEDIDA.PER_100000,ES,0.34
2022,UNIDAD_MEDIDA.PER_100000,ES,0.27
2023,UNIDAD_MEDIDA.PER_100000,ES,0.34
2010,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2011,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2012,UNIDAD_MEDIDA.PER_100000,ES70,1.14
2013,UNIDAD_MEDIDA.PER_100000,ES70,1.04
2014,UNIDAD_MEDIDA.PER_100000,ES70,0.66
2015,UNIDAD_MEDIDA.PER_100000,ES70,0.65
2016,UNIDAD_MEDIDA.PER_100000,ES70,0.28
2017,UNIDAD_MEDIDA.PER_100000,ES70,1.10
2018,UNIDAD_MEDIDA.PER_100000,ES70,0.36
2019,UNIDAD_MEDIDA.PER_100000,ES70,0.36
2020,UNIDAD_MEDIDA.PER_100000,ES70,0.18
2021,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2022,UNIDAD_MEDIDA.PER_100000,ES70,0.00
2023,UNIDAD_MEDIDA.PER_100000,ES70,0.09
