Year,Units,general.territorio,Value
2016,UNIDAD_MEDIDA.PT,ES,32.42
2013,UNIDAD_MEDIDA.PT,ES,32.68
2016,UNIDAD_MEDIDA.PT,ES70,30.17
2013,UNIDAD_MEDIDA.PT,ES70,31.45
