Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.EUR_1000000,ES,510.42
2010,UNIDAD_MEDIDA.EUR_1000000,ES70,14.92
2011,UNIDAD_MEDIDA.EUR_1000000,ES,286.82
2011,UNIDAD_MEDIDA.EUR_1000000,ES70,3.08
2012,UNIDAD_MEDIDA.EUR_1000000,ES,207.72
2012,UNIDAD_MEDIDA.EUR_1000000,ES70,2.29
2013,UNIDAD_MEDIDA.EUR_1000000,ES,185.7
2013,UNIDAD_MEDIDA.EUR_1000000,ES70,1.11
2014,UNIDAD_MEDIDA.EUR_1000000,ES,162.35
2014,UNIDAD_MEDIDA.EUR_1000000,ES70,1.35
2015,UNIDAD_MEDIDA.EUR_1000000,ES,189.8
2015,UNIDAD_MEDIDA.EUR_1000000,ES70,0.99
2016,UNIDAD_MEDIDA.EUR_1000000,ES,218.57
2016,UNIDAD_MEDIDA.EUR_1000000,ES70,0.91
2017,UNIDAD_MEDIDA.EUR_1000000,ES,244.96
2017,UNIDAD_MEDIDA.EUR_1000000,ES70,1.31
2018,UNIDAD_MEDIDA.EUR_1000000,ES,287.29
2018,UNIDAD_MEDIDA.EUR_1000000,ES70,1.59
2019,UNIDAD_MEDIDA.EUR_1000000,ES,321.29
2019,UNIDAD_MEDIDA.EUR_1000000,ES70,6.22
2020,UNIDAD_MEDIDA.EUR_1000000,ES,306.11
2020,UNIDAD_MEDIDA.EUR_1000000,ES70,7.88
