Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,43.88
2011,UNIDAD_MEDIDA.PT,ES,63.19
2012,UNIDAD_MEDIDA.PT,ES,27.22
2013,UNIDAD_MEDIDA.PT,ES,17.99
2014,UNIDAD_MEDIDA.PT,ES,15.97
2015,UNIDAD_MEDIDA.PT,ES,17
2016,UNIDAD_MEDIDA.PT,ES,16.75
2017,UNIDAD_MEDIDA.PT,ES,16.59
2018,UNIDAD_MEDIDA.PT,ES,20.45
2019,UNIDAD_MEDIDA.PT,ES,57.96
2020,UNIDAD_MEDIDA.PT,ES,30.55
2010,UNIDAD_MEDIDA.PT,ES70,119.45
2011,UNIDAD_MEDIDA.PT,ES70,4.87
2012,UNIDAD_MEDIDA.PT,ES70,9.01
2013,UNIDAD_MEDIDA.PT,ES70,15.44
2014,UNIDAD_MEDIDA.PT,ES70,27.11
2015,UNIDAD_MEDIDA.PT,ES70,17.72
2016,UNIDAD_MEDIDA.PT,ES70,1.43
2017,UNIDAD_MEDIDA.PT,ES70,1.58
2018,UNIDAD_MEDIDA.PT,ES70,7.31
2019,UNIDAD_MEDIDA.PT,ES70,0.19
2020,UNIDAD_MEDIDA.PT,ES70,25.6
