Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,20.22
2011,UNIDAD_MEDIDA.PT,ES,21.81
2012,UNIDAD_MEDIDA.PT,ES,25.03
2013,UNIDAD_MEDIDA.PT,ES,26.67
2014,UNIDAD_MEDIDA.PT,ES,25.43
2015,UNIDAD_MEDIDA.PT,ES,23.55
2016,UNIDAD_MEDIDA.PT,ES,21.38
2017,UNIDAD_MEDIDA.PT,ES,19.03
2018,UNIDAD_MEDIDA.PT,ES,17.02
2019,UNIDAD_MEDIDA.PT,ES,15.99
2020,UNIDAD_MEDIDA.PT,ES,17.43
2021,UNIDAD_MEDIDA.PT,ES,17.43
2010,UNIDAD_MEDIDA.PT,ES70,27.91
2011,UNIDAD_MEDIDA.PT,ES70,29.13
2012,UNIDAD_MEDIDA.PT,ES70,33.32
2013,UNIDAD_MEDIDA.PT,ES70,33.01
2014,UNIDAD_MEDIDA.PT,ES70,33.12
2015,UNIDAD_MEDIDA.PT,ES70,30.56
2016,UNIDAD_MEDIDA.PT,ES70,28.00
2017,UNIDAD_MEDIDA.PT,ES70,25.97
2018,UNIDAD_MEDIDA.PT,ES70,21.42
2019,UNIDAD_MEDIDA.PT,ES70,21.85
2020,UNIDAD_MEDIDA.PT,ES70,23.94
2021,UNIDAD_MEDIDA.PT,ES70,24.27
2022,UNIDAD_MEDIDA.PT,ES70,19.02
