Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,1.80
2011,UNIDAD_MEDIDA.PT,ES,3.20
2012,UNIDAD_MEDIDA.PT,ES,2.40
2013,UNIDAD_MEDIDA.PT,ES,1.40
2014,UNIDAD_MEDIDA.PT,ES,-0.20
2015,UNIDAD_MEDIDA.PT,ES,-0.50
2016,UNIDAD_MEDIDA.PT,ES,-0.20
2017,UNIDAD_MEDIDA.PT,ES,2.00
2018,UNIDAD_MEDIDA.PT,ES,1.70
2019,UNIDAD_MEDIDA.PT,ES,0.70
2020,UNIDAD_MEDIDA.PT,ES,-0.30
2021,UNIDAD_MEDIDA.PT,ES,3.10
2022,UNIDAD_MEDIDA.PT,ES,8.39
2023,UNIDAD_MEDIDA.PT,ES,3.53
2024,UNIDAD_MEDIDA.PT,ES,2.80
2010,UNIDAD_MEDIDA.PT,ES70,1.00
2011,UNIDAD_MEDIDA.PT,ES70,2.60
2012,UNIDAD_MEDIDA.PT,ES70,2.00
2013,UNIDAD_MEDIDA.PT,ES70,0.70
2014,UNIDAD_MEDIDA.PT,ES70,-0.50
2015,UNIDAD_MEDIDA.PT,ES70,-0.80
2016,UNIDAD_MEDIDA.PT,ES70,-0.20
2017,UNIDAD_MEDIDA.PT,ES70,1.80
2018,UNIDAD_MEDIDA.PT,ES70,1.50
2019,UNIDAD_MEDIDA.PT,ES70,0.30
2020,UNIDAD_MEDIDA.PT,ES70,0.50
2021,UNIDAD_MEDIDA.PT,ES70,2.20
2022,UNIDAD_MEDIDA.PT,ES70,7.50
2023,UNIDAD_MEDIDA.PT,ES70,4.60
2024,UNIDAD_MEDIDA.PT,ES70,2.80
