Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PER_100000,ES,0.27
2013,UNIDAD_MEDIDA.PER_100000,ES,0.57
2014,UNIDAD_MEDIDA.PER_100000,ES,0.33
2015,UNIDAD_MEDIDA.PER_100000,ES,0.29
2016,UNIDAD_MEDIDA.PER_100000,ES,0.32
2017,UNIDAD_MEDIDA.PER_100000,ES,0.33
2018,UNIDAD_MEDIDA.PER_100000,ES,0.27
2019,UNIDAD_MEDIDA.PER_100000,ES,0.62
2020,UNIDAD_MEDIDA.PER_100000,ES,0.34
2021,UNIDAD_MEDIDA.PER_100000,ES,0.29
2022,UNIDAD_MEDIDA.PER_100000,ES,0.28
2023,UNIDAD_MEDIDA.PER_100000,ES,0.61
2012,UNIDAD_MEDIDA.PER_100000,ES70,0.19
2013,UNIDAD_MEDIDA.PER_100000,ES70,0.85
2014,UNIDAD_MEDIDA.PER_100000,ES70,0.19
2015,UNIDAD_MEDIDA.PER_100000,ES70,1.08
2016,UNIDAD_MEDIDA.PER_100000,ES70,0.47
2017,UNIDAD_MEDIDA.PER_100000,ES70,0.18
2018,UNIDAD_MEDIDA.PER_100000,ES70,0.59
2019,UNIDAD_MEDIDA.PER_100000,ES70,0.50
2020,UNIDAD_MEDIDA.PER_100000,ES70,0.18
2021,UNIDAD_MEDIDA.PER_100000,ES70,0.18
2022,UNIDAD_MEDIDA.PER_100000,ES70,0.09
2023,UNIDAD_MEDIDA.PER_100000,ES70,0.58
