Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KT,ES,206.07
2011,UNIDAD_MEDIDA.KT,ES,204.20
2012,UNIDAD_MEDIDA.KT,ES,203.99
2013,UNIDAD_MEDIDA.KT,ES,202.00
2014,UNIDAD_MEDIDA.KT,ES,204.90
2015,UNIDAD_MEDIDA.KT,ES,209.27
2016,UNIDAD_MEDIDA.KT,ES,212.79
2017,UNIDAD_MEDIDA.KT,ES,215.99
2018,UNIDAD_MEDIDA.KT,ES,221.19
2019,UNIDAD_MEDIDA.KT,ES,220.93
2020,UNIDAD_MEDIDA.KT,ES,224.00
2021,UNIDAD_MEDIDA.KT,ES,224.57
2022,UNIDAD_MEDIDA.KT,ES,202.7
2010,UNIDAD_MEDIDA.KT,ES70,1.85
2011,UNIDAD_MEDIDA.KT,ES70,1.78
2012,UNIDAD_MEDIDA.KT,ES70,1.75
2013,UNIDAD_MEDIDA.KT,ES70,1.51
2014,UNIDAD_MEDIDA.KT,ES70,1.68
2015,UNIDAD_MEDIDA.KT,ES70,1.47
2016,UNIDAD_MEDIDA.KT,ES70,1.59
2017,UNIDAD_MEDIDA.KT,ES70,1.52
2018,UNIDAD_MEDIDA.KT,ES70,1.46
2019,UNIDAD_MEDIDA.KT,ES70,1.39
2020,UNIDAD_MEDIDA.KT,ES70,1.38
2021,UNIDAD_MEDIDA.KT,ES70,1.43
