Year,Units,Territorio,Value
2010,Euros,ES70,12.0
2011,Euros,ES70,12.2
2012,Euros,ES70,12.34
2013,Euros,ES70,12.35
2014,Euros,ES70,12.22
2015,Euros,ES70,12.59
2016,Euros,ES70,12.24
2017,Euros,ES70,12.49
2018,Euros,ES70,12.94
2010,Euros,ES,14.52
2011,Euros,ES,14.53
2012,Euros,ES,14.57
2013,Euros,ES,14.64
2014,Euros,ES,14.8
2015,Euros,ES,15.01
2016,Euros,ES,14.88
2017,Euros,ES,15.13
2018,Euros,ES,15.54
