Year,Units,Territorio,Value
2015,Porcentaje,ES70,0.4
2016,Porcentaje,ES70,2.1
2017,Porcentaje,ES70,2.0
2018,Porcentaje,ES70,0.3
2015,Porcentaje,ES,0.57
2016,Porcentaje,ES,0.54
2017,Porcentaje,ES,0.14
2018,Porcentaje,ES,0.16
2019,Porcentaje,ES,0.2
2019,Porcentaje,ES70,0.15
