Year,Units,Territorio,Value
2010,Kg per cápita,ES70,701.4
2011,Kg per cápita,ES70,669.7
2012,Kg per cápita,ES70,626.1
2013,Kg per cápita,ES70,571.4
2014,Kg per cápita,ES70,594.6
2015,Kg per cápita,ES70,594.1
2016,Kg per cápita,ES70,581.2
2017,Kg per cápita,ES70,598.9
2010,Kg per cápita,ES,523.6
2011,Kg per cápita,ES,498.16
2012,Kg per cápita,ES,478.89
2013,Kg per cápita,ES,467.57
2014,Kg per cápita,ES,459.12
2015,Kg per cápita,ES,466.41
2016,Kg per cápita,ES,471.01
2017,Kg per cápita,ES,483.86
